,level_0,index,attacktype1,targtype1,weaptype1,attacktype1_txt,targtype1_txt,weaptype1_txt,cluster
1109,1109,1109,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1110,1110,1110,3,6,6,Bombing/Explosion,Airports & Aircraft,Explosives,2
1111,1111,1111,3,19,6,Bombing/Explosion,Transportation,Explosives,2
1112,1112,1112,7,3,8,Facility/Infrastructure Attack,Police,Incendiary,0
1113,1113,1113,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1114,1114,1114,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1115,1115,1115,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1116,1116,1116,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1117,1117,1117,4,14,8,Hijacking,Private Citizens & Property,Incendiary,1
1118,1118,1118,2,3,8,Armed Assault,Police,Incendiary,0
1119,1119,1119,2,3,8,Armed Assault,Police,Incendiary,0
1120,1120,1120,2,3,8,Armed Assault,Police,Incendiary,0
1121,1121,1121,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1122,1122,1122,7,21,8,Facility/Infrastructure Attack,Utilities,Incendiary,0
1123,1123,1123,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1124,1124,1124,7,8,8,Facility/Infrastructure Attack,Educational Institution,Incendiary,0
1125,1125,1125,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1126,1126,1126,7,8,8,Facility/Infrastructure Attack,Educational Institution,Incendiary,0
1127,1127,1127,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1128,1128,1128,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1129,1129,1129,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1130,1130,1130,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1131,1131,1131,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1132,1132,1132,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1133,1133,1133,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1134,1134,1134,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1135,1135,1135,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1136,1136,1136,2,4,9,Armed Assault,Military,Melee,5
1137,1137,1137,7,3,8,Facility/Infrastructure Attack,Police,Incendiary,0
1138,1138,1138,7,3,12,Facility/Infrastructure Attack,Police,Other,0
1139,1139,1139,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1140,1140,1140,1,10,5,Assassination,Journalists & Media,Firearms,3
1141,1141,1141,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1142,1142,1142,7,2,8,Facility/Infrastructure Attack,Government (General),Incendiary,0
1143,1143,1143,4,19,8,Hijacking,Transportation,Incendiary,0
1144,1144,1144,6,14,5,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,3
1145,1145,1145,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1146,1146,1146,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1147,1147,1147,2,14,8,Armed Assault,Private Citizens & Property,Incendiary,1
1148,1148,1148,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1149,1149,1149,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1150,1150,1150,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1151,1151,1151,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1152,1152,1152,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1153,1153,1153,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1154,1154,1154,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1155,1155,1155,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1156,1156,1156,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1157,1157,1157,3,6,6,Bombing/Explosion,Airports & Aircraft,Explosives,2
1158,1158,1158,2,3,8,Armed Assault,Police,Incendiary,0
1159,1159,1159,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1160,1160,1160,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1161,1161,1161,7,5,8,Facility/Infrastructure Attack,Abortion Related,Incendiary,0
1162,1162,1162,2,4,9,Armed Assault,Military,Melee,5
1163,1163,1163,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1164,1164,1164,2,3,8,Armed Assault,Police,Incendiary,0
1165,1165,1165,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1166,1166,1166,1,2,6,Assassination,Government (General),Explosives,2
1167,1167,1167,2,20,9,Armed Assault,Unknown,Melee,5
1168,1168,1168,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1169,1169,1169,3,7,6,Bombing/Explosion,Government (Diplomatic),Explosives,2
1170,1170,1170,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1171,1171,1171,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1172,1172,1172,7,19,8,Facility/Infrastructure Attack,Transportation,Incendiary,0
1173,1173,1173,9,14,13,Unknown,Private Citizens & Property,Unknown,1
1174,1174,1174,5,1,5,Hostage Taking (Barricade Incident),Business,Firearms,0
1175,1175,1175,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1176,1176,1176,1,3,9,Assassination,Police,Melee,5
1177,1177,1177,1,2,5,Assassination,Government (General),Firearms,3
1178,1178,1178,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1179,1179,1179,2,7,8,Armed Assault,Government (Diplomatic),Incendiary,0
1180,1180,1180,1,14,5,Assassination,Private Citizens & Property,Firearms,3
1181,1181,1181,2,2,8,Armed Assault,Government (General),Incendiary,0
1182,1182,1182,2,3,8,Armed Assault,Police,Incendiary,0
1183,1183,1183,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1184,1184,1184,7,7,8,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,0
1185,1185,1185,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1186,1186,1186,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1187,1187,1187,7,15,9,Facility/Infrastructure Attack,Religious Figures/Institutions,Melee,4
1188,1188,1188,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1189,1189,1189,2,1,8,Armed Assault,Business,Incendiary,0
1190,1190,1190,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1191,1191,1191,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1192,1192,1192,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1193,1193,1193,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1194,1194,1194,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1195,1195,1195,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1196,1196,1196,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1197,1197,1197,2,3,5,Armed Assault,Police,Firearms,3
1198,1198,1198,2,3,5,Armed Assault,Police,Firearms,3
1199,1199,1199,2,15,5,Armed Assault,Religious Figures/Institutions,Firearms,3
1200,1200,1200,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1201,1201,1201,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1202,1202,1202,2,3,5,Armed Assault,Police,Firearms,3
1203,1203,1203,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1204,1204,1204,2,19,8,Armed Assault,Transportation,Incendiary,0
1205,1205,1205,2,3,8,Armed Assault,Police,Incendiary,0
1206,1206,1206,8,14,9,Unarmed Assault,Private Citizens & Property,Melee,5
1207,1207,1207,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1208,1208,1208,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1209,1209,1209,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1210,1210,1210,2,3,5,Armed Assault,Police,Firearms,3
1211,1211,1211,7,3,8,Facility/Infrastructure Attack,Police,Incendiary,0
1212,1212,1212,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1213,1213,1213,7,8,8,Facility/Infrastructure Attack,Educational Institution,Incendiary,0
1214,1214,1214,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1215,1215,1215,6,4,9,Hostage Taking (Kidnapping),Military,Melee,5
1216,1216,1216,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1217,1217,1217,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1218,1218,1218,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1219,1219,1219,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1220,1220,1220,3,1,6,Bombing/Explosion,Business,Explosives,2
1221,1221,1221,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1222,1222,1222,7,12,8,Facility/Infrastructure Attack,NGO,Incendiary,0
1223,1223,1223,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1224,1224,1224,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1225,1225,1225,7,13,8,Facility/Infrastructure Attack,Other,Incendiary,0
1226,1226,1226,5,15,5,Hostage Taking (Barricade Incident),Religious Figures/Institutions,Firearms,3
1227,1227,1227,5,1,9,Hostage Taking (Barricade Incident),Business,Melee,0
1228,1228,1228,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1229,1229,1229,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1230,1230,1230,7,8,8,Facility/Infrastructure Attack,Educational Institution,Incendiary,0
1231,1231,1231,1,2,6,Assassination,Government (General),Explosives,2
1232,1232,1232,2,1,8,Armed Assault,Business,Incendiary,0
1233,1233,1233,7,14,9,Facility/Infrastructure Attack,Private Citizens & Property,Melee,1
1234,1234,1234,7,14,9,Facility/Infrastructure Attack,Private Citizens & Property,Melee,1
1235,1235,1235,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1236,1236,1236,3,3,6,Bombing/Explosion,Police,Explosives,2
1237,1237,1237,7,21,8,Facility/Infrastructure Attack,Utilities,Incendiary,0
1238,1238,1238,7,15,13,Facility/Infrastructure Attack,Religious Figures/Institutions,Unknown,4
1239,1239,1239,2,7,5,Armed Assault,Government (Diplomatic),Firearms,3
1240,1240,1240,7,21,8,Facility/Infrastructure Attack,Utilities,Incendiary,0
1241,1241,1241,7,21,8,Facility/Infrastructure Attack,Utilities,Incendiary,0
1242,1242,1242,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1243,1243,1243,6,4,13,Hostage Taking (Kidnapping),Military,Unknown,0
1244,1244,1244,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1245,1245,1245,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1246,1246,1246,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1247,1247,1247,2,3,9,Armed Assault,Police,Melee,5
1248,1248,1248,3,3,6,Bombing/Explosion,Police,Explosives,2
1249,1249,1249,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1250,1250,1250,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1251,1251,1251,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1252,1252,1252,3,19,6,Bombing/Explosion,Transportation,Explosives,2
1253,1253,1253,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1254,1254,1254,2,15,5,Armed Assault,Religious Figures/Institutions,Firearms,3
1255,1255,1255,2,3,6,Armed Assault,Police,Explosives,2
1256,1256,1256,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1257,1257,1257,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1258,1258,1258,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1259,1259,1259,7,2,13,Facility/Infrastructure Attack,Government (General),Unknown,0
1260,1260,1260,3,3,6,Bombing/Explosion,Police,Explosives,2
1261,1261,1261,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1262,1262,1262,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1263,1263,1263,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1264,1264,1264,3,10,6,Bombing/Explosion,Journalists & Media,Explosives,2
1265,1265,1265,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1266,1266,1266,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1267,1267,1267,7,2,8,Facility/Infrastructure Attack,Government (General),Incendiary,0
1268,1268,1268,2,3,9,Armed Assault,Police,Melee,5
1269,1269,1269,2,3,5,Armed Assault,Police,Firearms,3
1270,1270,1270,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1271,1271,1271,2,20,8,Armed Assault,Unknown,Incendiary,0
1272,1272,1272,3,3,6,Bombing/Explosion,Police,Explosives,2
1273,1273,1273,7,3,8,Facility/Infrastructure Attack,Police,Incendiary,0
1274,1274,1274,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1275,1275,1275,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1276,1276,1276,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1277,1277,1277,2,3,5,Armed Assault,Police,Firearms,3
1278,1278,1278,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1279,1279,1279,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1280,1280,1280,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1281,1281,1281,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1282,1282,1282,2,1,9,Armed Assault,Business,Melee,5
1283,1283,1283,2,14,8,Armed Assault,Private Citizens & Property,Incendiary,1
1284,1284,1284,3,19,6,Bombing/Explosion,Transportation,Explosives,2
1285,1285,1285,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1286,1286,1286,7,10,8,Facility/Infrastructure Attack,Journalists & Media,Incendiary,0
1287,1287,1287,7,14,9,Facility/Infrastructure Attack,Private Citizens & Property,Melee,1
1288,1288,1288,7,14,9,Facility/Infrastructure Attack,Private Citizens & Property,Melee,1
1289,1289,1289,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1290,1290,1290,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1291,1291,1291,3,8,6,Bombing/Explosion,Educational Institution,Explosives,2
1292,1292,1292,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1293,1293,1293,3,1,6,Bombing/Explosion,Business,Explosives,2
1294,1294,1294,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1295,1295,1295,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1296,1296,1296,8,2,9,Unarmed Assault,Government (General),Melee,5
1297,1297,1297,7,3,8,Facility/Infrastructure Attack,Police,Incendiary,0
1298,1298,1298,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1299,1299,1299,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1300,1300,1300,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1301,1301,1301,7,2,13,Facility/Infrastructure Attack,Government (General),Unknown,0
1302,1302,1302,2,3,5,Armed Assault,Police,Firearms,3
1303,1303,1303,2,3,9,Armed Assault,Police,Melee,5
1304,1304,1304,7,2,8,Facility/Infrastructure Attack,Government (General),Incendiary,0
1305,1305,1305,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1306,1306,1306,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1307,1307,1307,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1308,1308,1308,3,3,6,Bombing/Explosion,Police,Explosives,2
1309,1309,1309,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1310,1310,1310,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1311,1311,1311,2,3,5,Armed Assault,Police,Firearms,3
1312,1312,1312,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1313,1313,1313,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1314,1314,1314,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1315,1315,1315,8,3,9,Unarmed Assault,Police,Melee,5
1316,1316,1316,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1317,1317,1317,6,14,5,Hostage Taking (Kidnapping),Private Citizens & Property,Firearms,3
1318,1318,1318,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1319,1319,1319,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1320,1320,1320,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1321,1321,1321,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1322,1322,1322,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1323,1323,1323,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1324,1324,1324,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1325,1325,1325,7,7,8,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,0
1326,1326,1326,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1327,1327,1327,7,7,8,Facility/Infrastructure Attack,Government (Diplomatic),Incendiary,0
1328,1328,1328,7,15,12,Facility/Infrastructure Attack,Religious Figures/Institutions,Other,4
1329,1329,1329,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1330,1330,1330,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1331,1331,1331,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1332,1332,1332,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1333,1333,1333,3,7,6,Bombing/Explosion,Government (Diplomatic),Explosives,2
1334,1334,1334,3,1,6,Bombing/Explosion,Business,Explosives,2
1335,1335,1335,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1336,1336,1336,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1337,1337,1337,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1338,1338,1338,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1339,1339,1339,7,3,8,Facility/Infrastructure Attack,Police,Incendiary,0
1340,1340,1340,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1341,1341,1341,8,14,9,Unarmed Assault,Private Citizens & Property,Melee,5
1342,1342,1342,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1343,1343,1343,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1344,1344,1344,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1345,1345,1345,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1346,1346,1346,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1347,1347,1347,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1348,1348,1348,3,3,6,Bombing/Explosion,Police,Explosives,2
1349,1349,1349,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1350,1350,1350,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1351,1351,1351,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1352,1352,1352,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1353,1353,1353,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1354,1354,1354,2,1,5,Armed Assault,Business,Firearms,3
1355,1355,1355,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1356,1356,1356,1,14,5,Assassination,Private Citizens & Property,Firearms,3
1357,1357,1357,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1358,1358,1358,3,15,6,Bombing/Explosion,Religious Figures/Institutions,Explosives,2
1359,1359,1359,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1360,1360,1360,1,10,5,Assassination,Journalists & Media,Firearms,3
1361,1361,1361,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1362,1362,1362,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1363,1363,1363,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1364,1364,1364,1,2,6,Assassination,Government (General),Explosives,2
1365,1365,1365,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1366,1366,1366,1,10,12,Assassination,Journalists & Media,Other,0
1367,1367,1367,2,14,8,Armed Assault,Private Citizens & Property,Incendiary,1
1368,1368,1368,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1369,1369,1369,2,3,8,Armed Assault,Police,Incendiary,0
1370,1370,1370,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1371,1371,1371,8,14,10,Unarmed Assault,Private Citizens & Property,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)",1
1372,1372,1372,4,14,5,Hijacking,Private Citizens & Property,Firearms,3
1373,1373,1373,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1374,1374,1374,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1375,1375,1375,2,3,5,Armed Assault,Police,Firearms,3
1376,1376,1376,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1377,1377,1377,8,10,9,Unarmed Assault,Journalists & Media,Melee,5
1378,1378,1378,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1379,1379,1379,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1380,1380,1380,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1381,1381,1381,1,10,5,Assassination,Journalists & Media,Firearms,3
1382,1382,1382,3,1,6,Bombing/Explosion,Business,Explosives,2
1383,1383,1383,6,14,9,Hostage Taking (Kidnapping),Private Citizens & Property,Melee,5
1384,1384,1384,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1385,1385,1385,6,15,9,Hostage Taking (Kidnapping),Religious Figures/Institutions,Melee,4
1386,1386,1386,3,12,6,Bombing/Explosion,NGO,Explosives,2
1387,1387,1387,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1388,1388,1388,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1389,1389,1389,2,6,5,Armed Assault,Airports & Aircraft,Firearms,3
1390,1390,1390,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1391,1391,1391,1,7,5,Assassination,Government (Diplomatic),Firearms,3
1392,1392,1392,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1393,1393,1393,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1394,1394,1394,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1395,1395,1395,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1396,1396,1396,2,3,5,Armed Assault,Police,Firearms,3
1397,1397,1397,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1398,1398,1398,3,3,6,Bombing/Explosion,Police,Explosives,2
1399,1399,1399,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1400,1400,1400,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1401,1401,1401,3,19,6,Bombing/Explosion,Transportation,Explosives,2
1402,1402,1402,3,19,6,Bombing/Explosion,Transportation,Explosives,2
1403,1403,1403,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1404,1404,1404,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1405,1405,1405,2,3,5,Armed Assault,Police,Firearms,3
1406,1406,1406,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1407,1407,1407,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1408,1408,1408,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1409,1409,1409,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1410,1410,1410,2,15,5,Armed Assault,Religious Figures/Institutions,Firearms,3
1411,1411,1411,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1412,1412,1412,2,3,8,Armed Assault,Police,Incendiary,0
1413,1413,1413,2,3,8,Armed Assault,Police,Incendiary,0
1414,1414,1414,9,2,13,Unknown,Government (General),Unknown,0
1415,1415,1415,9,10,13,Unknown,Journalists & Media,Unknown,0
1416,1416,1416,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1417,1417,1417,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1418,1418,1418,2,3,5,Armed Assault,Police,Firearms,3
1419,1419,1419,2,4,9,Armed Assault,Military,Melee,5
1420,1420,1420,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1421,1421,1421,7,1,8,Facility/Infrastructure Attack,Business,Incendiary,0
1422,1422,1422,3,14,6,Bombing/Explosion,Private Citizens & Property,Explosives,2
1423,1423,1423,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1424,1424,1424,5,1,13,Hostage Taking (Barricade Incident),Business,Unknown,0
1425,1425,1425,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1426,1426,1426,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1427,1427,1427,2,14,9,Armed Assault,Private Citizens & Property,Melee,5
1428,1428,1428,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1429,1429,1429,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1430,1430,1430,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1431,1431,1431,3,1,6,Bombing/Explosion,Business,Explosives,2
1432,1432,1432,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1433,1433,1433,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1434,1434,1434,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1435,1435,1435,2,14,5,Armed Assault,Private Citizens & Property,Firearms,3
1436,1436,1436,3,20,6,Bombing/Explosion,Unknown,Explosives,2
1437,1437,1437,3,3,6,Bombing/Explosion,Police,Explosives,2
1438,1438,1438,3,2,6,Bombing/Explosion,Government (General),Explosives,2
1439,1439,1439,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
1440,1440,1440,3,3,6,Bombing/Explosion,Police,Explosives,2
1441,1441,1441,7,14,8,Facility/Infrastructure Attack,Private Citizens & Property,Incendiary,1
1442,1442,1442,2,14,8,Armed Assault,Private Citizens & Property,Incendiary,1
1443,1443,1443,7,8,8,Facility/Infrastructure Attack,Educational Institution,Incendiary,0
1444,1444,1444,7,2,8,Facility/Infrastructure Attack,Government (General),Incendiary,0
1445,1445,1445,7,4,8,Facility/Infrastructure Attack,Military,Incendiary,0
1446,1446,1446,7,4,8,Facility/Infrastructure Attack,Military,Incendiary,0
1447,1447,1447,7,15,8,Facility/Infrastructure Attack,Religious Figures/Institutions,Incendiary,4
